Neighbourhood,Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
downtown yonge east,463,127 Queen St E #406,M5C1S3,43.653471,-79.373755,Downtown Toronto,484000,1 bd,1 ba,,0,0,5,2,6,1,33,19,0,20,0,0,0,0,3,0,3,37,13,66,24,137,84,0,147,0,0,0,0,8,0,8,50,33,149,41,304,180,0,303,0,0,0,0,13,POINT (-79.373755 43.653471),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
downtown yonge east,591,155 Dalhousie St #1054,M5B2P7,43.657615,-79.376789,Downtown Toronto,2695000,5 bds,4 ba,,0,1,33,4,4,3,29,19,0,36,0,0,0,0,0,0,4,44,15,55,17,166,94,0,175,0,0,0,0,9,4,9,55,35,154,39,332,190,0,305,0,0,0,0,13,POINT (-79.376789 43.657615),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
downtown yonge east,741,712 - 159 Dundas Street N,,43.657124,-79.375394,,538000,1,1,,0,0,27,3,5,3,20,12,0,17,0,0,0,0,0,0,4,47,14,48,20,146,87,0,154,0,0,0,0,8,3,9,54,34,155,37,319,172,0,290,0,0,0,0,13,POINT (-79.375394 43.657124),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
downtown yonge east,952,503 - 75 Dalhousie St,,43.655627,-79.375858,,629900,3,1,,0,0,26,3,5,5,29,18,0,22,0,0,0,0,1,0,4,44,13,61,27,171,97,0,167,0,0,0,0,10,3,10,51,32,160,42,321,182,0,317,0,0,0,0,13,POINT (-79.375858 43.655627),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
downtown yonge east,959,906 - 47 Mutual St,,43.654927,-79.374681,,549900,2,1,,0,0,9,3,4,4,26,17,0,19,0,0,0,0,1,0,3,41,14,66,25,158,89,0,160,0,0,0,0,9,1,8,50,32,161,42,313,177,0,304,0,0,0,0,13,POINT (-79.374681 43.654927),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
downtown yonge east,1062,817 - 210 Victoria St,,43.654648,-79.379127,,399000,0,1,,0,2,25,4,18,6,52,41,0,89,0,0,0,0,5,0,6,38,18,59,22,209,127,0,222,0,0,0,0,12,7,11,58,31,140,58,361,215,0,392,0,0,0,0,13,POINT (-79.379127 43.654648),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
downtown yonge east,1072,2709 - 210 Victoria St,,43.654648,-79.379127,,532000,1,1,,0,2,25,4,18,6,52,41,0,89,0,0,0,0,5,0,6,38,18,59,22,209,127,0,222,0,0,0,0,12,7,11,58,31,140,58,361,215,0,392,0,0,0,0,13,POINT (-79.379127 43.654648),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
downtown yonge east,1149,1414 - 197 Yonge St,,43.653337,-79.37937,,569000,2,1,,0,2,13,3,18,7,62,44,0,94,0,0,0,0,6,0,8,35,19,62,31,215,137,0,233,0,0,0,0,11,7,11,56,31,137,58,373,220,0,405,0,0,0,0,14,POINT (-79.37937 43.653337),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935
dufferin grove,495,1244 College St,M6H1C2,43.651641,-79.438166,West Toronto,1049900,4 bds,5 ba,,0,0,4,0,7,5,7,4,0,19,0,0,0,0,1,0,1,7,4,31,11,29,17,0,47,0,0,0,0,1,0,2,14,12,61,19,106,55,0,90,0,0,0,0,4,POINT (-79.438166 43.651641),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245
dufferin grove,520,262 Saint Helens Ave #106,M6H4A4,43.656487,-79.443717,West Toronto,799900,2 bds,2 ba,,0,1,0,1,17,2,9,4,0,9,0,0,0,0,0,0,2,5,5,32,10,25,15,0,49,0,0,0,0,1,0,4,14,11,79,19,70,41,0,79,0,0,0,0,3,POINT (-79.443717 43.656487),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245
dufferin grove,636,50 Merchant Ln #105,M6P4J6,43.656875,-79.445518,West Toronto,808800,3 bds,2 ba,,0,1,0,2,16,2,7,4,0,8,0,0,0,0,0,0,3,4,5,38,11,30,20,0,28,0,0,0,0,1,0,4,13,10,85,17,68,39,0,76,0,0,0,0,3,POINT (-79.445518 43.656875),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245
dufferin grove,1056,279 St. Helen's Ave S,,43.657023,-79.443242,,1100000,4,3,,0,1,0,1,14,3,10,4,0,9,0,0,0,0,0,0,3,5,5,36,9,19,15,0,48,0,0,0,0,1,0,4,14,12,80,19,67,42,0,77,0,0,0,0,3,POINT (-79.443242 43.657023),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245
east willowdale,18,12 Waring Ct,M2N4G7,43.776906,-79.401025,North York,3998800,5 bds,7 ba,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,1,66,0,33,3,1,8,0,0,0,0,0,POINT (-79.401025 43.776906),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
east willowdale,209,80 Chiswell Cres,M2N6E1,43.780901,-79.391894,North York,1678000,4 bds,4 ba,,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,3,51,0,2,2,0,1,0,0,0,0,0,POINT (-79.391894 43.780901),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
east willowdale,759,208 Holmes Ave,,43.781146,-79.399927,,3350000,7,7,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,1,72,0,0,0,0,0,0,0,0,0,0,POINT (-79.399927 43.781146),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
east willowdale,905,258 Byng Ave E,,43.780324,-79.398837,,1598000,4,2,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,1,68,0,0,0,0,0,0,0,0,0,0,POINT (-79.398837 43.780324),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
east willowdale,979,311 Holmes Avenue,,43.782536,-79.392457,,3388000,6,8,,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,6,2,51,0,2,0,0,0,0,0,0,0,0,POINT (-79.392457 43.782536),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
east willowdale,1032,136 Church Ave S,,43.77592,-79.405591,,2688000,4,5,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,27,2,0,4,0,0,0,0,0,0,2,12,3,100,1,79,26,1,23,0,0,0,0,2,POINT (-79.405591 43.77592),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
east willowdale,1035,83 Norton Ave,,43.772769,-79.408839,,2988000,9,7,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,34,0,64,18,1,13,0,0,0,0,1,0,3,9,8,104,1,94,34,1,44,0,0,0,0,2,POINT (-79.408839 43.772769),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
east willowdale,1112,Ph704 - 399 Spring Garden Ave,,43.76867,-79.389623,,1188000,3,2,,0,1,2,1,11,0,2,2,0,4,0,0,0,0,0,0,1,3,1,24,0,4,3,0,6,0,0,0,0,0,0,2,4,2,56,0,11,4,0,8,0,0,0,0,0,POINT (-79.389623 43.76867),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740
edenbridge-humber valley,27,25 Finchley Rd,M9A2X4,43.657715,-79.526342,Etobicoke,3450000,4 bds,4 ba,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,0,3,4,0,5,0,0,0,0,2,0,1,12,4,93,0,10,6,0,11,0,0,0,0,2,POINT (-79.526342 43.657715),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245
edenbridge-humber valley,81,30 Anglesey Blvd #G2,M9A3B5,43.663784,-79.522679,Etobicoke,1075000,2 bds,2 ba,,0,0,0,0,10,0,0,1,0,1,0,0,0,0,1,0,0,0,1,28,0,0,1,0,1,0,0,0,0,1,0,0,0,2,62,0,2,3,0,7,0,0,0,0,2,POINT (-79.522679 43.663784),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245
edenbridge-humber valley,138,7 Ashley Park Rd,M9A4C9,43.662619,-79.516617,Etobicoke,9495000,7 bds,7 ba,,0,0,0,1,7,0,0,2,0,3,0,0,0,0,1,0,0,1,1,22,0,1,2,0,5,0,0,0,0,1,0,0,2,1,42,0,2,2,0,7,0,0,0,0,1,POINT (-79.516617 43.662619),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245
edenbridge-humber valley,223,17 Strath Humber Ct,M9A4C8,43.661667,-79.515797,Etobicoke,2289000,6 bds,5 ba,,0,0,0,1,8,0,1,2,0,3,0,0,0,0,1,0,0,2,1,25,0,1,2,0,5,0,0,0,0,1,0,0,3,1,41,0,2,2,0,7,0,0,0,0,1,POINT (-79.515797 43.661667),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245
edenbridge-humber valley,327,15 Edenbrook Hl,M9A3Z7,43.671624,-79.524004,Etobicoke,7750000,5 bds,7 ba,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,49,0,0,2,0,2,0,0,0,0,2,POINT (-79.524004 43.671624),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245
edenbridge-humber valley,446,43 Edenvale Cres,M9A4A5,43.680741,-79.52895,Etobicoke,4745000,4 bds,4 ba,,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23,0,0,2,0,2,0,0,0,0,0,0,0,7,1,55,0,1,2,0,6,0,0,0,0,0,POINT (-79.52895 43.680741),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245
edenbridge-humber valley,574,91 Valecrest Dr,M9A4P5,43.675971,-79.520516,Etobicoke,10499000,5 bds,8 ba,,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,1,53,0,0,4,0,2,0,0,0,0,0,POINT (-79.520516 43.675971),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245
eglinton east,16,37 Pringdale Gardens Cir,M1J0B1,43.742145,-79.24373,Scarborough,899900,5 bds,4 ba,,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,43,1,7,1,0,5,0,0,0,0,1,0,1,6,2,71,1,13,1,0,9,0,0,0,0,2,POINT (-79.24373 43.742145),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90
eglinton east,201,1346 Danforth Rd #901,M1J0A9,43.743558,-79.244826,Scarborough,475000,2 bds,1 ba,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,42,0,6,1,0,3,0,0,0,0,1,0,1,6,3,73,1,15,1,0,12,0,0,0,0,2,POINT (-79.244826 43.743558),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90
eglinton east,784,1304 - 330 Mccowan Rd,,43.737512,-79.238359,,559000,3,2,,0,0,0,0,9,0,2,1,0,1,0,0,0,0,0,0,1,2,1,31,0,5,1,0,1,0,0,0,0,0,0,1,9,1,75,1,9,1,0,6,0,0,0,0,1,POINT (-79.238359 43.737512),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90
eglinton east,830,54-175 Trudelle Street,,43.741138,-79.237028,,800000,4,4,,0,0,2,1,7,0,2,0,0,1,0,0,0,0,0,0,1,3,1,28,0,4,1,0,1,0,0,0,0,0,0,1,5,1,68,0,6,2,0,5,0,0,0,0,1,POINT (-79.237028 43.741138),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90
eglinton east,1113,8 Chipper Cres,,43.73989,-79.259144,,998800,5,2,,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,4,2,31,0,7,0,0,3,0,0,0,0,0,0,2,8,5,96,1,15,2,0,13,0,0,0,0,1,POINT (-79.259144 43.73989),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90
elms-old rexdale,11,3 Chilcot Ave,M9W1T9,43.713267,-79.551602,Etobicoke,798000,4 bds,2 ba,,0,0,1,1,5,0,2,0,0,4,0,0,0,0,0,0,0,2,1,15,0,8,1,0,15,0,0,0,0,0,0,1,6,1,40,0,14,1,0,17,0,0,0,0,1,POINT (-79.551602 43.713267),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45
elms-old rexdale,34,56 Grierson Rd,M9W3R3,43.715143,-79.545919,Etobicoke,799000,3 bds,2 ba,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,4,0,0,0,0,0,0,0,6,1,52,1,13,2,0,20,0,0,0,0,0,POINT (-79.545919 43.715143),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45
elms-old rexdale,689,2476  Islington Ave,,43.728461,-79.56107,,1100000,6,4,,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,36,0,8,1,0,4,0,0,0,0,1,0,0,13,2,80,0,24,1,0,11,0,0,0,0,1,POINT (-79.56107 43.728461),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45
elms-old rexdale,823,110 Allenby Ave,,43.713629,-79.544542,,1399000,6,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,6,2,50,1,11,2,0,19,0,0,0,0,0,POINT (-79.544542 43.713629),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45
elms-old rexdale,1090,36 Boniface Avenue,,43.713563,-79.548718,,879900,3,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,4,1,0,14,0,0,0,0,0,0,0,6,1,44,0,12,1,0,15,0,0,0,0,0,POINT (-79.548718 43.713563),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45
englemount-lawrence,192,88 Turtle Island Rd #5,M6A2M7,43.722474,-79.444115,North York,899500,3 bds,3 ba,,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,2,2,1,69,0,2,6,0,30,0,0,0,0,0,0,3,6,4,121,0,26,13,0,42,0,0,0,0,1,POINT (-79.444115 43.722474),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925
englemount-lawrence,245,55 Lynnhaven Rd,M6A2K7,43.721312,-79.439612,North York,3269999,6bds,7ba,,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,3,1,51,0,1,3,0,4,0,0,0,0,0,0,3,5,5,133,0,16,11,0,37,0,0,0,0,1,POINT (-79.439612 43.721312),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925
englemount-lawrence,305,130 Neptune Dr #607,M6A1X5,43.730295,-79.441115,North York,539333,3 bds,2 ba,,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,1,4,1,49,0,8,2,0,3,0,0,0,0,0,0,2,6,2,119,0,25,9,0,34,0,0,0,0,0,POINT (-79.441115 43.730295),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925
englemount-lawrence,505,106 Varna Dr #TOWNHOUSE 10,M6A0C8,43.723122,-79.445784,North York,729000,2 bds,3 ba,,0,1,1,0,29,0,0,3,0,0,0,0,0,0,0,0,2,2,1,64,0,4,8,0,31,0,0,0,0,0,0,3,4,3,124,0,26,13,0,44,0,0,0,0,1,POINT (-79.445784 43.723122),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925
englemount-lawrence,685,136 Regina Ave,,43.725842,-79.442193,,1649900,5,2,,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,1,3,0,57,0,0,3,0,1,0,0,0,0,0,0,3,5,4,128,0,26,14,0,41,0,0,0,0,0,POINT (-79.442193 43.725842),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925
eringate-centennial-west deane,47,43 Millburn Dr,M9B2W8,43.663271,-79.56261,Etobicoke,2699000,7 bds,5 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,1,0,0,10,0,48,0,0,1,0,0,0,0,0,0,1,POINT (-79.56261 43.663271),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405
eringate-centennial-west deane,499,335 Mill Rd #703,M9C1Y6,43.639973,-79.584581,Etobicoke,450000,2 bds,2 ba,"1,155 sqft",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,1,0,2,0,2,0,0,0,0,1,0,0,7,0,49,2,0,3,1,6,0,0,0,0,2,POINT (-79.584581 43.639973),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405
eringate-centennial-west deane,611,76 Dalegrove Cres,M9B6A9,43.672876,-79.566173,Etobicoke,2249888,9 bds,5 ba,,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,0,0,1,0,0,0,0,0,0,0,0,0,12,0,53,0,0,3,0,2,0,0,0,0,0,POINT (-79.566173 43.672876),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405
eringate-centennial-west deane,686,36 Summerfield Cres,,43.660051,-79.572874,,1100000,4,2,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,31,0,0,0,0,2,0,0,0,0,1,0,0,13,0,61,0,1,0,0,7,0,0,0,0,1,POINT (-79.572874 43.660051),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405
eringate-centennial-west deane,867,1009 - 714 The West Mall W,,43.655688,-79.57154,,573900,3,2,,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,4,0,31,0,0,0,0,2,0,0,0,0,1,0,0,13,0,69,1,2,2,0,7,0,0,0,0,1,POINT (-79.57154 43.655688),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405
etobicoke city centre,167,17 Zorra St #701,M8Z0C8,43.621292,-79.52083,Etobicoke,469900,1 bd,1 ba,,0,0,0,1,6,1,4,5,0,5,0,0,0,0,0,0,0,0,1,37,1,5,8,0,11,0,0,0,0,0,0,0,1,2,68,4,12,12,1,20,0,0,0,0,1,POINT (-79.52083 43.621292),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,311,5 Mabelle Ave #2328,M9A0C8,43.646719,-79.525449,Etobicoke,749000,3 bds,2 ba,,0,1,1,2,29,1,11,3,0,10,0,0,0,0,0,0,1,11,2,58,4,19,4,0,17,0,0,0,0,0,0,1,11,2,102,6,25,9,1,24,0,0,0,0,0,POINT (-79.525449 43.646719),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,349,235 Sherway Gardens Rd #2010,M9C0A2,43.609301,-79.559016,Etobicoke,650000,2 bds,2 ba,,1,0,0,0,16,0,4,6,0,20,0,0,0,0,0,1,0,1,1,27,0,10,8,0,24,0,0,0,0,1,1,0,2,4,42,0,16,10,0,33,0,0,0,0,3,POINT (-79.559016 43.609301),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,421,30 Fieldway Rd #98,M8Z0E3,43.642292,-79.528276,Etobicoke,699900,2 bds,2 ba,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,1,2,65,4,19,6,0,17,0,0,0,0,0,0,3,12,3,127,4,25,11,2,25,0,0,0,0,1,POINT (-79.528276 43.642292),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,457,1195 The Queensway E #102,M8Z0H1,43.621626,-79.522481,Etobicoke,399999,1 bd,1 ba,,0,0,0,1,10,1,4,3,0,6,0,0,0,0,0,0,0,0,1,36,1,6,8,0,10,0,0,0,0,0,0,0,1,2,68,3,11,11,1,18,0,0,0,0,1,POINT (-79.522481 43.621626),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,602,53 Lynnford Dr,M9B1H8,43.633447,-79.553653,Etobicoke,1179000,4 bds,2 ba,,0,0,2,0,7,1,1,2,0,5,0,0,0,0,2,0,0,3,1,37,1,1,3,0,6,0,0,0,0,2,0,0,3,1,70,2,10,6,0,11,0,0,0,0,2,POINT (-79.553653 43.633447),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,664,9 Michael Power Pl E #615,M9A0A5,43.644663,-79.529405,Etobicoke,499000,1 bd,1 ba,,0,0,1,0,22,2,9,1,0,6,0,0,0,0,0,0,1,2,2,68,3,18,6,1,18,0,0,0,0,0,0,3,12,3,130,4,25,11,2,26,0,0,0,0,1,POINT (-79.529405 43.644663),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,688,1233 - 35 Viking Lane,,43.639707,-79.535225,,697800,2,2,,0,1,0,1,31,0,6,4,2,5,0,0,0,0,1,0,2,1,1,75,2,14,8,2,13,0,0,0,0,1,0,3,3,3,129,2,25,12,2,19,0,0,0,0,2,POINT (-79.535225 43.639707),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,708,8 - 275 Van Dusen Boulevard,,43.63981,-79.529475,,1099000,3,2,,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,2,1,2,65,2,10,6,2,14,0,0,0,0,1,0,3,10,4,132,4,28,11,2,27,0,0,0,0,2,POINT (-79.529475 43.63981),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,789,1202 Islington Ave,,43.643159,-79.523086,,1199000,3,2,,0,1,0,1,18,2,7,1,0,8,0,0,0,0,0,0,1,11,2,48,2,14,4,0,13,0,0,0,0,0,0,2,12,3,100,7,26,9,1,25,0,0,0,0,1,POINT (-79.523086 43.643159),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,954,2405 - 36 Zorra St,,43.619778,-79.521779,,600000,3,2,,0,0,0,1,8,1,4,3,0,6,0,0,0,0,0,0,0,0,1,36,1,5,8,0,10,0,0,0,0,0,0,0,1,2,76,3,11,11,1,18,0,0,0,0,1,POINT (-79.521779 43.619778),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,1008,412 - 17 Zorra St,,43.621925,-79.522357,,475000,1,1,,0,0,0,1,9,1,4,3,0,6,0,0,0,0,0,0,0,0,1,37,1,6,8,0,10,0,0,0,0,0,0,0,1,2,67,3,11,11,1,18,0,0,0,0,1,POINT (-79.522357 43.621925),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,1081,317 - 1 Michael Power Pl,,43.644648,-79.530789,,479000,2,1,,0,0,1,0,14,2,8,1,0,6,0,0,0,0,0,0,2,1,2,74,2,16,7,2,16,0,0,0,0,1,0,3,12,3,134,4,26,11,2,27,0,0,0,0,1,POINT (-79.530789 43.644648),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke city centre,1095,209 - 17 Zorra St,,43.621925,-79.522357,,629000,2,2,,0,0,0,1,9,1,4,3,0,6,0,0,0,0,0,0,0,0,1,37,1,6,8,0,10,0,0,0,0,0,0,0,1,2,67,3,11,11,1,18,0,0,0,0,1,POINT (-79.522357 43.621925),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540
etobicoke west mall,268,21 Groverdale Rd,M9C3M7,43.650171,-79.575026,Etobicoke,1275000,3 bds,2 ba,,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,3,0,35,1,0,2,0,7,0,0,0,0,1,0,0,15,0,77,2,3,4,0,10,0,0,0,0,2,POINT (-79.575026 43.650171),790,158,313,63,267,53,210,42,1930,4100,1575,1205,605,185,1995,4725,1625,910,225,115
etobicoke west mall,428,10 Eva Rd #601,M9C0B3,43.641355,-79.562771,Etobicoke,680000,3 bds,2 ba,,0,0,0,0,8,0,1,1,0,1,0,0,0,0,0,0,0,3,0,48,1,4,4,0,5,0,0,0,0,0,0,0,5,0,76,1,4,5,0,9,0,0,0,0,2,POINT (-79.562771 43.641355),790,158,313,63,267,53,210,42,1930,4100,1575,1205,605,185,1995,4725,1625,910,225,115
