,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_counts,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
690,690,7303 granville st,marpole,49.218971,-123.139713,1499900,3,3,POINT (-2502681.009766605 6363778.498100572),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,10,52,111,9,0,0,1
691,691,7418 paulson st #903,marpole,49.217659,-123.119322,1400000,2,2,POINT (-2501409.963648934 6362710.635799345),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,8,33,74,6,1,0,1
692,692,8131 nunavut ln #2502,marpole,49.211335,-123.116532,868000,2,2,POINT (-2501665.513913506 6361937.590445865),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,22,33,45,8,12,0,2
693,693,8283 heather st,marpole,49.210851,-123.124327,1990000,4,3,POINT (-2502220.452562711 6362245.197135218),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,2,43,66,2,0,0,0
694,694,8488 cornish st #619,marpole,49.208889,-123.141934,918900,2,2,POINT (-2503534.645571155 6362851.678635004),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,41,69,115,10,30,0,1
695,695,8645 osler st #301,marpole,49.207578,-123.1322,419900,1,1,POINT (-2502975.618412817 6362271.890972693),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,18,60,118,12,6,0,0
696,696,455 sw marine dr #1005,marpole,49.211163,-123.115988,938000,2,2,POINT (-2501641.1680794 6361895.128294805),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,22,32,45,8,12,0,2
697,697,1328 w 73rd ave #8,marpole,49.204077,-123.135596,599900,2,1,POINT (-2503447.48080094 6362070.267334096),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,14,67,134,9,5,0,0
698,698,260 w 63rd ave,marpole,49.213139,-123.111568,2460000,5,5,POINT (-2501207.57720846 6361894.379774095),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,2,31,59,2,0,0,0
699,699,1718 w 61st ave,marpole,49.215709,-123.146443,5998000,6,7,POINT (-2503358.948638277 6363754.105630197),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,8,58,93,8,0,0,0
700,700,156 w 62nd ave,marpole,49.213981,-123.109152,1999999,5,3,POINT (-2500987.222734743 6361869.688773727),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,5,41,69,4,1,0,0
701,701,1386 w 73rd ave #102,marpole,49.204706,-123.137817,599000,2,2,POINT (-2503551.982602438 6362236.221127223),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,20,75,110,9,11,0,0
702,702,1649 w 69th ave,marpole,49.209824,-123.145369,2588000,10,5,POINT (-2503698.853154604 6363104.495460833),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,4,64,89,3,1,0,0
703,703,1573 w 66th avenue,marpole,49.211654,-123.142838,2688000,5,4,POINT (-2503401.667362568 6363175.205322295),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,47,69,98,12,34,0,1
704,704,1688 w 61st avenue,marpole,49.2157,-123.145815,4150000,6,6,POINT (-2503317.60862475 6363724.407387127),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,8,61,94,8,0,0,0
705,705,1109 8189 cambie street,marpole,49.210128,-123.118339,627800,1,1,POINT (-2501870.684422369 6361897.176364336),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,21,32,54,7,12,0,2
706,706,1104 489 interurban way,marpole,49.209367,-123.115944,539900,1,1,POINT (-2501763.757388597 6361709.844381198),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,20,29,45,6,12,0,2
707,707,1516 w 61st avenue,marpole,49.216157,-123.141098,1250000,3,3,POINT (-2502970.397214495 6363554.875688683),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,29,69,108,13,15,0,1
708,708,2501 7433 cambie street,marpole,49.217389,-123.117849,768900,1,1,POINT (-2501330.383222054 6362615.636427697),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,9,33,63,7,1,0,1
709,709,1101 433 sw marine drive,marpole,49.203785,-123.13158,890000,2,2,POINT (-2503199.391322492 6361856.460256001),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,17,38,138,11,6,0,0
710,710,108 7520 columbia street,marpole,49.216088,-123.111695,818000,2,2,POINT (-2501009.967841526 6362201.115140832),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,2,33,73,2,0,0,0
711,711,202 8680 fremlin street,marpole,49.207229,-123.1273,455000,1,1,POINT (-2502672.43422161 6362011.79941389),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,14,33,97,9,5,0,0
712,712,108 8622 selkirk street,marpole,49.208143,-123.132918,429000,1,1,POINT (-2502984.109678855 6362362.435900105),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,14,75,110,9,5,0,0
713,713,3003 8131 nunavut lane,marpole,49.211335,-123.116532,598800,1,1,POINT (-2501665.513913506 6361937.590445865),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,22,33,45,8,12,0,2
714,714,7789 birch street,marpole,49.215209,-123.136627,3299800,7,7,POINT (-2502737.888324154 6363253.303258359),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,16,70,115,8,8,0,0
715,715,304 7428 alberta street,marpole,49.217347,-123.112657,1498000,2,2,POINT (-2500986.280336428 6362373.625992313),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,3,31,77,3,0,0,0
716,716,103 7638 cambie street,marpole,49.215572,-123.116344,1249000,3,2,POINT (-2501356.793264721 6362361.323138903),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,10,32,58,7,1,0,2
717,717,2502 8131 nunavut lane,marpole,49.211335,-123.116532,868000,2,2,POINT (-2501665.513913506 6361937.590445865),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,22,33,45,8,12,0,2
718,718,1718 w 61st avenue,marpole,49.215709,-123.146443,5998000,6,7,POINT (-2503358.948638277 6363754.105630197),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,8,58,93,8,0,0,0
719,719,156 w 62nd avenue,marpole,49.213981,-123.109152,1999999,5,3,POINT (-2500987.222734743 6361869.688773727),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,5,41,69,4,1,0,0
720,720,202 477 w 59th avenue,marpole,49.217183,-123.115644,1350000,3,2,POINT (-2501197.399092412 6362493.652851397),4012,802,354,71,794,159,2864,573,8290,6770,2610,1595,785,465,8585,7785,2290,2270,675,8585,3,marpole,7.43178372,39,5.247730756,8,33,56,6,1,0,1
721,721,159 w 2nd ave #2/503,mount pleasant,49.269571,-123.108504,56000,0,1,POINT (-2497058.601293351 6367511.182985246),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,30,129,535,4,24,0,2
722,722,250 e 6th ave #809,mount pleasant,49.265226,-123.100379,1099000,2,2,POINT (-2496819.977346701 6366696.38398829),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,70,205,298,20,46,0,4
723,723,540 e 11th ave,mount pleasant,49.260377,-123.091996,1198000,2,1,POINT (-2496599.16377334 6365818.393901449),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,35,103,250,15,17,1,2
724,724,209 e 7th ave #501,mount pleasant,49.264857,-123.100405,1425000,3,2,POINT (-2496847.500481064 6366659.934819485),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,71,181,298,20,47,0,4
725,725,289 e 6th ave #512,mount pleasant,49.265741,-123.099417,629900,1,1,POINT (-2496719.771499761 6366704.918082796),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,66,199,300,21,41,0,4
726,726,616 e 10th ave,mount pleasant,49.261269,-123.090603,1950000,5,3,POINT (-2496443.84008602 6365845.691218569),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,32,84,238,14,16,0,2
727,727,110 switchmen st #1707,mount pleasant,49.270809,-123.101516,1098000,2,2,POINT (-2496505.687647979 6367317.835500021),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,45,186,445,22,21,0,2
728,728,250 e 6th ave #451,mount pleasant,49.265226,-123.100379,607000,1,1,POINT (-2496819.977346701 6366696.38398829),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,70,205,298,20,46,0,4
729,729,195 w 12th ave,mount pleasant,49.260583,-123.109316,4498000,6,5,POINT (-2497741.080161361 6366631.598275994),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,15,180,348,2,12,1,0
730,730,1048 e 7th ave #3a,mount pleasant,49.264003,-123.082144,699000,2,1,POINT (-2495688.098850254 6365737.86104777),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,12,49,187,8,4,0,0
731,731,239 w 16th ave,mount pleasant,49.257072,-123.110548,2189000,5,3,POINT (-2498068.753939391 6366329.841488545),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,8,119,338,1,7,0,0
732,732,45 w 15th ave,mount pleasant,49.257827,-123.106234,2589900,4,4,POINT (-2497727.959853982 6366209.485132282),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,1,140,348,0,1,0,0
733,733,371 e 16th ave,mount pleasant,49.256801,-123.096832,1575000,3,3,POINT (-2497171.912155386 6365674.760935087),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,21,166,286,6,14,1,0
734,734,356 w 15th ave #2,mount pleasant,49.2575,-123.112465,1098000,2,1,POINT (-2498166.820087193 6366461.209782395),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,43,129,303,10,30,0,3
735,735,2888 cambie st #702,mount pleasant,49.259754,-123.114732,1300000,2,2,POINT (-2498160.58976347 6366794.843506852),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,75,162,259,17,51,2,5
736,736,180 e 2nd ave #1012,mount pleasant,49.268674,-123.101202,749990,1,1,POINT (-2496633.942824172 6367085.714702915),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,38,185,385,12,26,0,0
737,737,39 w 12th ave,mount pleasant,49.260551,-123.105971,1438000,2,2,POINT (-2497520.009995932 6366475.308648059),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,14,159,330,4,10,0,0
738,738,63 w 13th ave,mount pleasant,49.25965,-123.106526,1765000,3,3,POINT (-2497620.036927134 6366408.794331818),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,12,159,337,4,8,0,0
739,739,1775 quebec st #607,mount pleasant,49.269514,-123.103314,749999,1,1,POINT (-2496716.197980207 6367267.982846955),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,45,177,442,12,31,0,2
740,740,830 e 7th ave #211,mount pleasant,49.26404,-123.086412,429000,1,1,POINT (-2495970.454141017 6365936.746307069),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,21,61,147,9,12,0,0
741,741,311 e 6th ave #405,mount pleasant,49.265607,-123.098523,635000,1,1,POINT (-2496669.459362154 6366650.364798825),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,67,192,301,22,41,0,4
742,742,445 w 2nd ave #townhouse 101,mount pleasant,49.266828,-123.113794,1328000,2,3,POINT (-2497603.421331785 6367473.424634922),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,51,148,404,15,32,1,3
743,743,1136 e 10th ave,mount pleasant,49.261189,-123.08052,2099900,5,2,POINT (-2495776.217792432 6365376.551743875),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,11,57,210,11,0,0,0
744,744,2112 prince edward st,mount pleasant,49.265872,-123.095414,2299000,3,4,POINT (-2496443.406923399 6366535.220365062),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,23,169,295,8,12,0,3
745,745,2239 saint catherines st #301,mount pleasant,49.264578,-123.085505,875000,2,2,POINT (-2495872.319755543 6365950.163225212),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,15,56,140,7,8,0,0
746,746,830 e 7th ave #111,mount pleasant,49.26404,-123.086412,399900,0,1,POINT (-2495970.454141017 6365936.746307069),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,21,61,147,9,12,0,0
747,747,88 w 1st ave #602,mount pleasant,49.270596,-123.106408,710000,1,1,POINT (-2496847.066641513 6367519.851028113),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,32,138,551,3,27,0,2
748,748,2731 sophia st,mount pleasant,49.260314,-123.097529,949000,2,1,POINT (-2496972.974084182 6366064.996662812),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,68,157,306,18,43,1,6
749,749,3199 saint george st,mount pleasant,49.256755,-123.094078,1499000,3,2,POINT (-2496991.237934607 6365544.116206277),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,13,154,281,7,5,1,0
750,750,1166 e 11th ave #1,mount pleasant,49.260284,-123.079823,1998800,4,4,POINT (-2495792.886922717 6365252.36386106),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,10,57,216,10,0,0,0
751,751,464 e 12th ave,mount pleasant,49.25948,-123.093791,1648000,5,2,POINT (-2496781.680838616 6365808.973440061),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,23,151,272,10,9,1,3
752,752,528 e 12th ave,mount pleasant,49.259483,-123.092331,1200000,3,3,POINT (-2496683.991346947 6365742.514668944),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,37,114,258,16,18,1,2
753,753,2316 prince albert st,mount pleasant,49.264002,-123.086872,1399000,6,3,POINT (-2496003.818713414 6365953.900112945),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,23,61,158,11,12,0,0
754,754,888 e 12th ave,mount pleasant,49.25942,-123.085662,2750000,7,7,POINT (-2496243.11068501 6365431.154132163),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,18,79,171,10,8,0,0
755,755,830 e 14th ave,mount pleasant,49.25763,-123.086523,2498000,4,4,POINT (-2496425.64010744 6365287.90989595),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,23,81,183,10,13,0,0
756,756,827 e 16th ave,mount pleasant,49.256569,-123.086848,2248000,3,2,POINT (-2496521.457636437 6365194.528986903),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,26,82,183,11,15,0,0
757,757,2817 clark dr #201,mount pleasant,49.259353,-123.077979,588000,2,2,POINT (-2495734.779387532 6365073.092472808),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,11,77,219,11,0,0,0
758,758,302 379 e broadway,mount pleasant,49.262994,-123.096474,659900,1,1,POINT (-2496715.271065328 6366290.125302622),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,53,163,297,18,29,0,6
759,759,217 678 w 7th avenue,mount pleasant,49.265018,-123.110122,666000,1,1,POINT (-2497484.864717505 6367120.82663759),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,36,145,351,6,28,1,1
760,760,540 e 11th avenue,mount pleasant,49.260377,-123.091996,1198000,2,1,POINT (-2496599.16377334 6365818.393901449),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,35,103,250,15,17,1,2
761,761,1 1166 e 11th avenue,mount pleasant,49.260284,-123.079823,1998800,4,4,POINT (-2495792.886922717 6365252.36386106),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,10,57,216,10,0,0,0
762,762,1718 1618 quebec street,mount pleasant,49.271542,-123.1015,699900,1,1,POINT (-2496453.390735338 6367391.865465104),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,50,184,452,27,22,0,1
763,763,319 2377 e 11th avenue,mount pleasant,49.26103,-123.111724,679900,1,1,POINT (-2497870.583329657 6366787.360142697),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,48,150,330,14,30,1,3
764,764,403 2377 e 11th avenue,mount pleasant,49.260926,-123.095549,1199900,2,3,POINT (-2496798.018997388 6366036.873840606),9598,1920,840,168,1526,305,7232,1446,7310,9450,4765,4015,2185,1120,7610,11605,4920,5650,1670,7610,11,mount pleasant,4.602340545,75,16.29605616,31,158,292,11,15,1,4
