,Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,house_counts,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
351,351,fenside parkwoods,909,1602 - 10 deerlick crt,43.759433,-79.332085,POINT (634263.6308011687 4846506.076129392),690000,2,2,1069,214,14,3,582,116,473,95,5150,5705,1820,2290,1000,270,5600,6275,1745,1325,290,210,12,fenside-parkwoods,4,3.315510775525804,1.206450610725475,5,10,51,1,8,46,102,8,0,0,0
352,352,flemingdon park,12,2 sonic way #1708,43.719497,-79.336408,POINT (634004.7035777668 4842063.5900466),499000,1,1,1272,254,29,6,814,163,429,86,6630,5755,1485,1430,525,145,7100,6095,1405,695,155,80,108,flemingdon park,7,2.4732799859162564,2.8302497250050584,8,10,40,2,19,48,104,16,3,0,0
353,353,flemingdon park,300,10 gateway blvd #402,43.709781,-79.332708,POINT (634324.4549303387 4840990.477837612),499000,2,2,1272,254,29,6,814,163,429,86,6630,5755,1485,1430,525,145,7100,6095,1405,695,155,80,108,flemingdon park,7,2.4732799859162564,2.8302497250050584,8,10,40,2,14,42,110,9,0,4,1
354,354,flemingdon park,640,10 edgecliff golfway #317,43.719222,-79.326516,POINT (634802.1436952406 4842049.090732618),560000,3,2,1272,254,29,6,814,163,429,86,6630,5755,1485,1430,525,145,7100,6095,1405,695,155,80,108,flemingdon park,7,2.4732799859162564,2.8302497250050584,8,10,40,2,8,40,94,8,0,0,0
355,355,flemingdon park,715,2809 - 2 sonic way,43.719497,-79.336408,POINT (634004.7035777668 4842063.5900466),499900,1,1,1272,254,29,6,814,163,429,86,6630,5755,1485,1430,525,145,7100,6095,1405,695,155,80,108,flemingdon park,7,2.4732799859162564,2.8302497250050584,8,10,40,2,19,48,104,16,3,0,0
356,356,flemingdon park,868,1408 - 725 don mills rd,43.711436,-79.333347,POINT (634269.2777164136 4841173.253957829),299000,1,1,1272,254,29,6,814,163,429,86,6630,5755,1485,1430,525,145,7100,6095,1405,695,155,80,108,flemingdon park,7,2.4732799859162564,2.8302497250050584,8,10,40,2,24,45,97,11,7,4,2
357,357,flemingdon park,876,1507 - 60 pavane linkway,43.711279,-79.322982,POINT (635104.6671953971 4841172.660460388),400000,2,1,1272,254,29,6,814,163,429,86,6630,5755,1485,1430,525,145,7100,6095,1405,695,155,80,108,flemingdon park,7,2.4732799859162564,2.8302497250050584,8,10,40,2,4,33,100,4,0,0,0
358,358,flemingdon park,936,uph106 - 797 don mills rd,43.7195,-79.337719,POINT (633899.0928412669 4842061.804124643),569999,2,1,1272,254,29,6,814,163,429,86,6630,5755,1485,1430,525,145,7100,6095,1405,695,155,80,108,flemingdon park,7,2.4732799859162564,2.8302497250050584,8,10,40,2,19,47,110,17,2,0,0
359,359,forest hill north,353,740 eglinton ave w #301,43.702079,-79.421814,POINT (627161.8940866546 4839994.515737115),499000,2,1,696,139,3,1,310,62,383,77,2555,2890,1025,2700,835,1300,2855,3150,920,2220,405,1165,55,forest hill north,3,1.5716949867554868,1.9087673023587235,15,3,39,3,27,88,139,25,1,1,0
360,360,forest hill north,512,590 briar hill ave,43.709509,-79.420538,POINT (627248.98535234 4840821.679850668),5790000,4,8,696,139,3,1,310,62,383,77,2555,2890,1025,2700,835,1300,2855,3150,920,2220,405,1165,55,forest hill north,3,1.5716949867554868,1.9087673023587235,15,3,39,3,1,43,154,0,0,1,0
361,361,forest hill north,865,8 park hill road,43.698945,-79.437815,POINT (625879.1648661474 4839622.021048459),1698000,4,3,696,139,3,1,310,62,383,77,2555,2890,1025,2700,835,1300,2855,3150,920,2220,405,1165,55,forest hill north,3,1.5716949867554868,1.9087673023587235,15,3,39,3,19,81,202,14,4,1,0
362,362,forest hill south,6,84 old forest hill rd,43.698984,-79.418189,POINT (627460.5388353029 4839656.339712366),16950000,7,8,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,17,71,161,17,0,0,0
363,363,forest hill south,55,5 dewbourne ave,43.699375,-79.420442,POINT (627278.1655531254 4839696.304256076),14850000,6,6,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,17,85,149,17,0,0,0
364,364,forest hill south,158,101 dunloe rd,43.696392,-79.413647,POINT (627832.0397564688 4839375.45522977),13990000,5,7,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,9,69,165,8,0,1,0
365,365,forest hill south,190,314 rosemary rd,43.696839,-79.421627,POINT (627188.0414264566 4839412.827519821),10995000,6,9,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,7,76,157,7,0,0,0
366,366,forest hill south,200,474 russell hill rd,43.697789,-79.413426,POINT (627846.8795137492 4839530.952310422),16895000,5,6,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,10,63,154,9,0,1,0
367,367,forest hill south,234,253 dunvegan rd,43.699453,-79.414977,POINT (627718.3647825116 4839713.372088106),9885000,7,2,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,25,64,157,14,10,1,0
368,368,forest hill south,307,302 richview ave,43.695952,-79.422548,POINT (627115.6992587807 4839312.901332611),2799000,4,5,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,9,74,164,9,0,0,0
369,369,forest hill south,346,23 dewbourne ave,43.699157,-79.423254,POINT (627052.0375824362 4839667.778945653),5995000,8,8,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,22,85,139,17,4,0,1
370,370,forest hill south,408,32 ava rd,43.697906,-79.421226,POINT (627218.0984045841 4839531.947974754),5995000,6,6,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,15,81,155,15,0,0,0
371,371,forest hill south,427,217 richview ave,43.695007,-79.421605,POINT (627193.6877179333 4839209.392236066),7695000,6,8,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,7,58,185,7,0,0,0
372,372,forest hill south,429,80 old forest hill rd,43.698893,-79.417749,POINT (627496.1867613998 4839646.909475478),7995000,5,5,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,18,67,167,18,0,0,0
373,373,forest hill south,454,173 dunvegan rd,43.696803,-79.408729,POINT (628227.4714534229 4839428.697247193),13800000,4,7,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,5,83,225,4,1,0,0
374,374,forest hill south,537,335 lonsdale rd #406,43.68827,-79.413549,POINT (627857.1961294374 4838473.545854315),509000,2,1,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,34,83,151,18,14,1,1
375,375,forest hill south,612,67 hillholm rd,43.697374,-79.411721,POINT (627985.1535164426 4839487.491474184),15500000,7,7,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,7,82,161,6,0,1,0
376,376,forest hill south,840,293 chaplin cres,43.701923,-79.415895,POINT (627639.1514630853 4839986.286265806),2795000,5,4,700,140,1,0,283,57,416,83,1640,1975,1125,3565,905,1975,1815,2430,1010,2945,425,1765,56,forest hill south,15,2.4798747042858653,6.048692691641283,16,5,38,0,27,69,146,14,12,0,1
377,377,fort york liberty village,33,30 western battery rd #316,43.639688,-79.412489,POINT (628045.8773978845 4833079.502241805),549900,1,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,28,154,336,10,17,0,1
378,378,fort york liberty village,36,600 fleet st #717,43.636698,-79.400078,POINT (629053.3384938022 4832766.647736746),748800,2,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,23,113,314,4,13,1,5
379,379,fort york liberty village,52,21 grand magazine st #1907,43.636466,-79.402056,POINT (628894.2829686399 4832737.807386653),799900,2,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,15,104,304,3,8,0,4
380,380,fort york liberty village,53,215 fort york blvd #301,43.636466,-79.404588,POINT (628690.043256074 4832733.878269866),599900,2,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,12,98,269,6,4,0,2
381,381,fort york liberty village,76,125 western battery rd #2207,43.639868,-79.416734,POINT (627703.098330248 4833092.952802697),895000,3,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,47,163,306,15,29,0,3
382,382,fort york liberty village,108,86 sloping sky mews #townhouse 6,43.636887,-79.403026,POINT (628815.1398395661 4832783.058883544),1550000,4,3,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,18,102,307,6,7,0,5
383,383,fort york liberty village,135,19 western battery rd #1803,43.63957,-79.411329,POINT (628139.6927691824 4833068.187213493),659900,2,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,25,144,344,9,15,0,1
384,384,fort york liberty village,144,50 bruyeres mews #718,43.637658,-79.402351,POINT (628867.9389843171 4832869.73622832),588000,2,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,25,113,329,5,15,0,5
385,385,fort york liberty village,180,50 ordnance st #1703,43.639789,-79.409842,POINT (628259.1670270429 4833094.806999819),549900,1,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,23,151,353,7,16,0,0
386,386,fort york liberty village,565,650 queens quay w #921,43.635702,-79.398839,POINT (629155.4139807947 4832657.956442505),389000,1,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,19,78,297,3,12,1,3
387,387,fort york liberty village,670,19 western battery rd #2310,43.63957,-79.411329,POINT (628139.6927691824 4833068.187213493),599999,3,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,25,144,344,9,15,0,1
388,388,fort york liberty village,700,826 - 35 bastion st,43.637197,-79.403572,POINT (628770.4357167287 4832816.641084868),649000,1,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,18,105,310,7,7,0,4
389,389,fort york liberty village,727,3002 - 20 bruyeres mews,43.637552,-79.4008,POINT (628993.2722696386 4832860.373017942),1099000,2,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,26,124,331,4,16,1,5
390,390,fort york liberty village,754,413 - 600 fleet st w,43.636698,-79.400078,POINT (629053.3384938022 4832766.647736746),449000,1,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,23,113,314,4,13,1,5
391,391,fort york liberty village,762,824 - 231 fort york blvd,43.636971,-79.406075,POINT (628569.0197200853 4832787.660413396),619000,2,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,12,91,275,9,2,0,1
392,392,fort york liberty village,766,301 - 200 manitoba street,43.634873,-79.420868,POINT (627380.20948014 4832531.841079476),879999,2,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,25,96,213,13,10,0,2
393,393,fort york liberty village,837,512 - 55 east liberty,43.638615,-79.412742,POINT (628027.7497006456 4832959.941453486),799000,2,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,32,134,304,10,21,0,1
394,394,fort york liberty village,935,1906 - 55 east liberty street,43.638615,-79.412742,POINT (628027.7497006456 4832959.941453486),950000,2,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,32,134,304,10,21,0,1
395,395,fort york liberty village,1086,741 - 38 iannuzzi st,43.637143,-79.401524,POINT (628935.747848266 4832813.823288027),715000,3,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,22,112,323,4,13,0,5
396,396,fort york liberty village,1087,606 - 219 fort york blvd,43.636659,-79.405582,POINT (628609.452085259 4832753.772630909),639000,1,1,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,11,92,271,8,2,0,1
397,397,fort york liberty village,1131,1510 - 19 western battery rd,43.63957,-79.411329,POINT (628139.6927691824 4833068.187213493),655000,3,2,1224,245,13,3,854,171,357,71,2975,4425,2905,6945,2890,1480,3330,5740,3685,4425,1120,1020,42,fort york-liberty village,21,2.339536364561784,8.976137459583146,35,9,29,5,25,144,344,9,15,0,1
398,398,glenfield jane heights,359,77 magellan dr,43.736555,-79.508517,POINT (620106.8555591454 4843694.218830847),855900,3,1,2919,584,101,20,1615,323,1203,241,9275,8720,1940,1225,390,80,9940,9185,1510,505,85,55,126,glenfield-jane heights,4,5.150693111322519,0.7765945113691581,34,17,61,3,12,48,94,9,2,0,1
399,399,glenfield jane heights,420,21 mayberry rd,43.741518,-79.518308,POINT (619308.5364712483 4844231.284292504),650000,3,2,2919,584,101,20,1615,323,1203,241,9275,8720,1940,1225,390,80,9940,9185,1510,505,85,55,126,glenfield-jane heights,4,5.150693111322519,0.7765945113691581,34,17,61,3,8,41,76,3,3,2,0
400,400,glenfield jane heights,857,70 watney cres,43.744208,-79.504555,POINT (620410.5690675335 4844549.946880112),975000,4,3,2919,584,101,20,1615,323,1203,241,9275,8720,1940,1225,390,80,9940,9185,1510,505,85,55,126,glenfield-jane heights,4,5.150693111322519,0.7765945113691581,34,17,61,3,14,45,106,13,0,1,0
401,401,glenfield jane heights,940,86 blossom cres,43.750556,-79.524858,POINT (618763.2387972919 4845225.673450451),799999,4,2,2919,584,101,20,1615,323,1203,241,9275,8720,1940,1225,390,80,9940,9185,1510,505,85,55,126,glenfield-jane heights,4,5.150693111322519,0.7765945113691581,34,17,61,3,0,26,84,0,0,0,0
402,402,golfdale cedarbrae woburn,189,48 gondola cres,43.767244,-79.209421,POINT (644119.1837734969 4847579.806501933),899000,4,2,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,14,42,54,8,3,1,2
403,403,golfdale cedarbrae woburn,276,64 chandler dr,43.765412,-79.220644,POINT (643220.2338062291 4847356.860244805),899000,5,2,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,9,72,112,5,0,4,0
404,404,golfdale cedarbrae woburn,502,42 mossbank dr,43.765598,-79.212505,POINT (643874.9037386538 4847391.628936333),888000,4,3,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,13,52,66,6,6,0,1
405,405,golfdale cedarbrae woburn,560,524 scarborough golf club rd,43.760083,-79.215919,POINT (643613.3053249763 4846773.175737061),1048800,4,3,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,18,43,89,6,5,6,1
406,406,golfdale cedarbrae woburn,628,7 wortham dr,43.762929,-79.224939,POINT (642880.4368759446 4847073.66425107),1149000,6,2,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,26,74,115,11,13,0,2
407,407,golfdale cedarbrae woburn,691,lph 01 - 10 meadowglen pl,43.774291,-79.229879,POINT (642455.8170068447 4848327.079525853),598000,3,2,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,13,59,114,6,6,1,0
408,408,golfdale cedarbrae woburn,760,718 - 30 meadowglen pl,43.774774,-79.230498,POINT (642404.8539285695 4848379.659301562),599000,2,2,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,17,66,110,6,10,1,0
409,409,golfdale cedarbrae woburn,842,407 - 10 meadowglen pl,43.774291,-79.229879,POINT (642455.8170068447 4848327.079525853),499900,2,1,2151,430,45,9,1214,243,892,178,7830,7115,1995,1695,675,145,8440,7565,1680,895,165,95,21,golfdale-cedarbrae-woburn,8,6.034992061350451,1.3256024065439846,40,13,55,5,13,59,114,6,6,1,0
410,410,greenwood coxwell,153,203 parkmount rd,43.682084,-79.32556,POINT (634962.4616050887 4837925.944323746),799000,4,3,1471,294,12,2,856,171,603,121,3175,2760,1210,3160,1280,845,3355,3275,1400,2230,545,615,90,greenwood-coxwell,9,1.6751627569578973,5.372612280578657,27,4,24,2,28,79,166,19,9,0,0
411,411,greenwood coxwell,261,191 parkmount rd,43.681804,-79.325548,POINT (634964.0567305051 4837894.865973759),1139000,4,4,1471,294,12,2,856,171,603,121,3175,2760,1210,3160,1280,845,3355,3275,1400,2230,545,615,90,greenwood-coxwell,9,1.6751627569578973,5.372612280578657,27,4,24,2,28,76,164,19,9,0,0
412,412,greenwood coxwell,290,62 kent rd,43.667307,-79.321014,POINT (635362.1029162044 4836292.164151484),995000,3,2,1471,294,12,2,856,171,603,121,3175,2760,1210,3160,1280,845,3355,3275,1400,2230,545,615,90,greenwood-coxwell,9,1.6751627569578973,5.372612280578657,27,4,24,2,14,67,115,5,9,0,0
413,413,greenwood coxwell,738,10 - 1321 gerrard st e,43.67114,-79.326224,POINT (634933.4710147082 4836709.382072168),750000,2,1,1471,294,12,2,856,171,603,121,3175,2760,1210,3160,1280,845,3355,3275,1400,2230,545,615,90,greenwood-coxwell,9,1.6751627569578973,5.372612280578657,27,4,24,2,17,59,184,9,7,1,0
414,414,greenwood coxwell,780,229 craven rd,43.669466,-79.319759,POINT (635458.4267951862 4836533.999321554),989000,4,3,1471,294,12,2,856,171,603,121,3175,2760,1210,3160,1280,845,3355,3275,1400,2230,545,615,90,greenwood-coxwell,9,1.6751627569578973,5.372612280578657,27,4,24,2,34,70,109,8,24,0,2
415,415,greenwood coxwell,894,302 - 36 zorra st,43.663368,-79.324904,POINT (635057.3161890241 4835848.344066922),565000,2,1,1471,294,12,2,856,171,603,121,3175,2760,1210,3160,1280,845,3355,3275,1400,2230,545,615,90,greenwood-coxwell,9,1.6751627569578973,5.372612280578657,27,4,24,2,17,61,129,7,8,2,0
